id,query_file,category_id,query_name,table_name,reference_count,select_count,created_at
14405,payables_ordersunreceived_20260706_000002.sql,payables_ordersunreceived_20260706_000002,ORDERSUNRECEIVED,receiving_line,1,1,2026-07-25 23:46:30
14406,payables_uninvoicedreceipts_20260706_000003.sql,payables_uninvoicedreceipts_20260706_000003,UNINVOICEDRECEIPTS,receiving,1,1,2026-07-25 23:46:30
14407,payables_uninvoicedreceipts_20260706_000003.sql,payables_uninvoicedreceipts_20260706_000003,UNINVOICEDRECEIPTS,purchase_order,1,1,2026-07-25 23:46:30
14408,payables_uninvoicedreceipts_20260706_000003.sql,payables_uninvoicedreceipts_20260706_000003,UNINVOICEDRECEIPTS,suppliers,1,1,2026-07-25 23:46:30
14409,payables_uninvoicedreceipts_20260706_000003.sql,payables_uninvoicedreceipts_20260706_000003,UNINVOICEDRECEIPTS,receiving_line,1,1,2026-07-25 23:46:30
14410,payables_uninvoicedreceipts_20260706_000003.sql,payables_uninvoicedreceipts_20260706_000003,UNINVOICEDRECEIPTS,payable_line,2,2,2026-07-25 23:46:30
14411,payables_uninvoicedreceipts_20260706_000003.sql,payables_uninvoicedreceipts_20260706_000003,UNINVOICEDRECEIPTS,payables,2,2,2026-07-25 23:46:30
14412,payables_partialreceiptaccrual_20260708_000004.sql,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,po_line,1,1,2026-07-25 23:46:30
14413,payables_partialreceiptaccrual_20260708_000004.sql,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,purchase_order,1,1,2026-07-25 23:46:30
14414,payables_partialreceiptaccrual_20260708_000004.sql,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,suppliers,1,1,2026-07-25 23:46:30
14415,payables_partialreceiptaccrual_20260708_000004.sql,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,receiving_line,1,1,2026-07-25 23:46:30
14416,payables_partialreceiptaccrual_20260708_000004.sql,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,receiving,1,1,2026-07-25 23:46:30
14417,payables_partialreceiptaccrual_20260708_000004.sql,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,payable_line,1,1,2026-07-25 23:46:30
14418,payables_partialreceiptaccrual_20260708_000004.sql,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,payables,1,1,2026-07-25 23:46:30
14419,payables_threewaymatchcoverage_20260708_000005.sql,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,po_line,1,1,2026-07-25 23:46:30
14420,payables_threewaymatchcoverage_20260708_000005.sql,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,purchase_order,1,1,2026-07-25 23:46:30
14421,payables_threewaymatchcoverage_20260708_000005.sql,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,suppliers,1,1,2026-07-25 23:46:30
14422,payables_threewaymatchcoverage_20260708_000005.sql,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,receiving_line,1,1,2026-07-25 23:46:30
14423,payables_threewaymatchcoverage_20260708_000005.sql,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,receiving,1,1,2026-07-25 23:46:30
14424,payables_threewaymatchcoverage_20260708_000005.sql,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,payable_line,1,1,2026-07-25 23:46:30
14425,payables_threewaymatchcoverage_20260708_000005.sql,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,payables,1,1,2026-07-25 23:46:30
14426,ledger_inventorybalance_20260719_000001.sql,ledger_inventorybalance_20260719_000001,GLINVENTORYBALANCE,gl_finished_goods_inventory,1,1,2026-07-25 23:46:30
14427,ledger_inventorybalance_20260719_000001.sql,ledger_inventorybalance_20260719_000001,GLINVENTORYBALANCE,gl_raw_materials_inventory,1,1,2026-07-25 23:46:30
14428,ledger_inventorybalance_20260719_000001.sql,ledger_inventorybalance_20260719_000001,GLINVENTORYBALANCE,gl_wip_inventory,1,1,2026-07-25 23:46:30
14429,ledger_jobcostsummary_20260719_000002.sql,ledger_jobcostsummary_20260719_000002,GLJOBCOSTSUMMARY,gl_job_cost_detail,1,1,2026-07-25 23:46:30
14430,ledger_eventtrace_20260719_000003.sql,ledger_eventtrace_20260719_000003,GLEVENTTRACE,gl_events,1,1,2026-07-25 23:46:30
14431,ledger_materialissued_20260719_000004.sql,ledger_materialissued_20260719_000004,GLMATERIALISSUED,gl_raw_materials_inventory,1,1,2026-07-25 23:46:30
14432,ledger_fgproduced_20260719_000005.sql,ledger_fgproduced_20260719_000005,GLFGPRODUCED,gl_finished_goods_inventory,1,1,2026-07-25 23:46:30
14433,receivables_araging_20260724_000001.sql,receivables_araging_20260724_000001,ARAGING,receivable,2,2,2026-07-25 23:46:30
14434,receivables_cashreceipts_20260724_000002.sql,receivables_cashreceipts_20260724_000002,ARCASHRECEIPTS,receivable_payment,1,1,2026-07-25 23:46:30
14435,receivables_cashreceipts_20260724_000002.sql,receivables_cashreceipts_20260724_000002,ARCASHRECEIPTS,receivable,1,1,2026-07-25 23:46:30
